eventid,begin_date,end_date,country_txt,region_txt,provstate,city,latitude,longitude,specificity,vicinity,crit1,crit2,crit3,doubtterr,alternative_txt,multiple,success,suicide,targsubtype1_txt,corp1,natlty1_txt,targsubtype2_txt,corp2,natlty2_txt,targsubtype3_txt,corp3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weapsubtype1_txt,weapsubtype2,weapsubtype2_txt,weapsubtype3_txt,weapsubtype4_txt,nkill,nkillter,nwound,nwoundte,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome_txt,nreleased,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,weapon_biological,weapon_chemical,weapon_radiological,weapon_nuclear,weapon_firearms,weapon_explosives,weapon_fake weapons,weapon_incendiary,weapon_melee,weapon_vehicle,weapon_sabotage equipment,weapon_other,weapon_unknown,attack_assassination,attack_armed assault,attack_bombing/explosion,attack_hijacking,attack_hostage taking (barricade incident),attack_hostage taking (kidnapping),attack_facility/infrastructure attack,attack_unarmed assault,attack_unknown,target_business,target_government (general),target_police,target_military,target_abortion related,target_airports & aircraft,target_government (diplomatic),target_educational institution,target_food or water supply,target_journalists & media,target_maritime,target_ngo,target_other,target_private citizens & property,target_religious figures/institutions,target_telecommunication
202102250031,2021-02-25,2021-02-25,Mozambique,Sub-Saharan Africa,Cabo Delgado,Luneke,-11.234779,39.975691,2,0,1,1,1,0,,1.0,1,0,Village/City/Town/Suburb,Luneke Village,Mozambique,,,,,,,Muslim extremists,,,,,,0,,,0,-99,0,0,,,,,,,,,Arson/Fire,,,,,,0.0,,0.0,Minor (likely < $1 million),,Houses were damaged and possessions were looted,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,"202102250016, 202102250031",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102250032,2021-02-25,2021-02-25,Mozambique,Sub-Saharan Africa,Cabo Delgado,Unknown,-11.590102,39.643305,4,0,1,1,1,0,,0.0,1,0,Farmer,Unknown,Mozambique,,,,,,,Muslim extremists,,,,,,0,,,0,-99,0,0,,,,,,,,,,,,,,,0.0,,0.0,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102250033,2021-02-25,2021-02-25,Nigeria,Sub-Saharan Africa,Cross River,Calabar,4.980492,8.352494,1,0,1,1,1,0,,0.0,1,0,Police Security Forces/Officers,Nigeria Police Force (NPF),Nigeria,,,,,,,Indigenous People of Biafra (IPOB),,,,,,1,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,,,,,4.0,0.0,0.0,0.0,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202102260002,2021-02-25,2021-02-25,Afghanistan,South Asia,Kandahar,Babar,31.716389,65.675833,1,0,1,1,1,0,,0.0,1,0,Police Patrol (including vehicles and convoys),Afghan Police,Afghanistan,,,,,,,Taliban,,,,,,0,,,0,1,0,1,Unknown,,,,,,,,Vehicle,,,,,4.0,0.0,6.0,0.0,Minor (likely < $1 million),,Military vehicle damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202102260003,2021-02-26,2021-02-26,Afghanistan,South Asia,Samangan,Aybak,36.315551,67.964286,1,0,1,1,1,0,,0.0,1,0,Retail/Grocery/Bakery,Unknown,Afghanistan,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Grenade,,,,,1.0,0.0,3.0,0.0,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202102260007,2021-02-26,2021-02-26,India,South Asia,Odisha,Nuapada district,20.461645,82.491886,3,0,1,1,1,0,,0.0,0,0,,Unknown,India,,,,,,,Maoists,,,,,,0,,,0,-99,0,0,,,,,,,,,Landmine,,,,,0.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202102260010,2021-02-26,2021-02-26,Saudi Arabia,Middle East & North Africa,Unknown,Unknown,,,5,0,1,1,1,0,,0.0,0,0,Unnamed Civilian/Unspecified,Not Applicable,Saudi Arabia,,,,,,,Houthi extremists (Ansar Allah),,,,,,0,,,0,-99,0,0,,,,,,,,,Remote Trigger,,,,,0.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,1,1,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102260011,2021-02-26,2021-02-26,Saudi Arabia,Middle East & North Africa,Unknown,Unknown,,,5,0,1,1,1,0,,0.0,0,0,,Unknown,Saudi Arabia,,,,,,,Houthi extremists (Ansar Allah),,,,,,0,,,0,-99,0,0,,,,,,,,,"Projectile (rockets, mortars, RPGs, etc.)",,,,,0.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,1,1,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202102260012,2021-02-26,2021-02-26,India,South Asia,Bihar,Gaya district,24.791395,85.000234,3,0,1,1,1,0,,0.0,0,0,,Unknown,India,,,,,,,Maoists,,,,,,0,,,0,-99,0,0,,,,,,,,,Landmine,,,,,0.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202102260013,2021-02-26,2021-02-26,Yemen,Middle East & North Africa,Marib,Sirwah district,15.450333,45.019821,3,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Military Unit/Patrol/Convoy,Yemeni Army,Yemen,,,,,,,Houthi extremists (Ansar Allah),,,,,,0,,,0,-99,0,0,,,,,,,,,,,,,,2.0,,9.0,,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202102260015,2021-02-26,2021-02-26,Mozambique,Sub-Saharan Africa,Cabo Delgado,Quirinde,-10.61358,40.562549,1,0,1,1,1,0,,0.0,1,0,Village/City/Town/Suburb,Quirinde Village,Mozambique,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Automatic or Semi-Automatic Rifle,23.0,Knife or Other Sharp Object,,,3.0,0.0,,0.0,Minor (likely < $1 million),,Food stolen and houses damaged,1,,,-99.0,,,0.0,,,,,,Combination,-99.0,START Primary Collection,-9,-9,0,-9,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102260017,2021-02-26,2021-02-26,Nigeria,Sub-Saharan Africa,Borno,Unknown,12.008213,12.9442,4,0,1,1,1,0,,0.0,0,0,Unnamed Civilian/Unspecified,Not Applicable,Nigeria,,,,,,,Boko Haram,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,,,,,,,,,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102260019,2021-02-26,2021-02-26,Yemen,Middle East & North Africa,Abyan,Mukairas,13.634341,46.056321,2,0,1,1,1,0,,0.0,1,0,Unnamed Civilian/Unspecified,Not Applicable,Yemen,,,,,,,Houthi extremists (Ansar Allah),,,,,,0,,,0,-99,0,0,,,,,,,,,Landmine,,,,,1.0,0.0,0.0,0.0,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102260021,2021-02-26,2021-02-26,Democratic Republic of the Congo,Sub-Saharan Africa,North Kivu,Makisabo,0.625428,29.488088,2,0,1,1,1,0,,0.0,1,0,Vehicles/Transportation,Not Applicable,Democratic Republic of the Congo,,,,,,,Central Africa Province of the Islamic State,,Allied Democratic Forces (ADF),,,,0,0.0,,0,-99,0,1,"Posted to website, blog, etc.",0.0,,,,,,,Unknown Gun Type,,,,,3.0,,,,Minor (likely < $1 million),,Vehicle damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,0,1,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102270001,2021-02-27,2021-02-27,Afghanistan,South Asia,Kabul,Bagrami district,34.464787,69.454618,3,0,1,1,1,0,,0.0,1,0,Vehicles/Transportation,Not Applicable,Afghanistan,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Sticky Bomb,,,,,1.0,0.0,2.0,0.0,Minor (likely < $1 million),,Vehicle was damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102270006,2021-02-27,2021-02-27,India,South Asia,Chhattisgarh,Pusnar,18.73509,81.098457,1,1,1,1,1,0,,0.0,0,0,,Unknown,India,,,,,,,Maoists,,,,,,0,,,0,2,2,1,Personal claim,,,,,,,,Other Explosive Type,,,,,0.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202102270008,2021-02-27,2021-02-27,Syria,Middle East & North Africa,Hamah,Rasm al-Ahmar,35.108333,37.418889,1,0,1,1,1,0,,0.0,1,0,Farmer,Not Applicable,Syria,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,0,,,0,-99,0,0,,,,,,,,,Landmine,,,,,5.0,0.0,13.0,0.0,Minor (likely < $1 million),,Vehicle was damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,0,1,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102270013,2021-02-27,2021-02-27,India,South Asia,Bihar,Rohtas district,24.628741,83.920166,3,0,1,1,1,0,,0.0,1,0,Named Civilian,Not Applicable,India,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,,,,,1.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102270017,2021-02-27,2021-02-27,Saudi Arabia,Middle East & North Africa,Jazan,Unknown,16.889357,42.570543,4,0,1,1,1,0,,0.0,0,0,Village/City/Town/Suburb,Jazan Town,Saudi Arabia,,,,,,,Houthi extremists (Ansar Allah),,,,,,0,,,0,-99,0,1,Personal claim,,,,,,,,Remote Trigger,,,,,0.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,1,1,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102270021,2021-02-27,2021-02-27,Mozambique,Sub-Saharan Africa,Cabo Delgado,Palma district,-10.774372,40.474546,3,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Military Barracks/Base/Headquarters/Checkpost,Mozambique Armed Defense Forces (FADM),Mozambique,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202102270022,2021-02-28,2021-02-28,Yemen,Middle East & North Africa,Al Hudaydah,Hawak district,14.76,42.997778,3,0,1,1,1,1,State Actors,0.0,1,0,House/Apartment/Residence,Not Applicable,Yemen,,,,,,,Houthi extremists (Ansar Allah),,,,,,1,,,0,-99,0,0,,,,,,,,,"Projectile (rockets, mortars, RPGs, etc.)",,,,,5.0,0.0,3.0,0.0,Minor (likely < $1 million),,House was damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102270024,2021-02-27,2021-02-27,India,South Asia,Jharkhand,Gumla,23.04413,84.537945,1,0,1,1,1,0,,0.0,1,0,Unnamed Civilian/Unspecified,Not Applicable,India,"Military Personnel (soldiers, troops, officers, forces)",Indian Armed Forces,India,,,,Maoists,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Explosive Type,,,,,0.0,0.0,1.0,0.0,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
202102270025,2021-02-26,2021-02-26,Yemen,Middle East & North Africa,Marib,Unknown,15.470031,45.322858,4,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,"Military Personnel (soldiers, troops, officers, forces)",Yemeni Armed Forces,Yemen,,,,,,,Houthi extremists (Ansar Allah),,,,,,0,,,0,-99,0,0,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202102270028,2021-02-27,2021-02-27,Colombia,South America,Cauca,Caloto district,3.039572,-76.359757,3,0,1,1,1,0,,0.0,1,0,Race/Ethnicity Identified,Lopez Adentro Reservation,Colombia,,,,,,,Revolutionary Armed Forces of Colombia (FARC) dissidents,Dagoberto Ramos Mobile Column,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,,,,,,0.0,,0.0,None,0.0,,1,3.0,,-99.0,,,0.0,,,,,,Unknown,-99.0,START Primary Collection,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102270029,2021-02-27,2021-02-27,Cameroon,Sub-Saharan Africa,North-West,Unknown,6.366681,10.366695,4,0,1,1,1,0,,0.0,1,0,Laborer (General)/Occupation Identified,Unknown,Cameroon,,,,,,,Separatists,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,,,,,0.0,0.0,0.0,0.0,None,0.0,,1,1.0,6.0,,,,1.0,544.0,,544.0,,,Hostage(s) released by perpetrators,1.0,START Primary Collection,-9,-9,0,-9,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102280005,2021-02-27,2021-02-27,Pakistan,South Asia,Khyber Pakhtunkhwa,Targhao,34.613671,71.618737,2,0,1,1,1,0,,0.0,0,0,Police Security Forces/Officers,Pakistani Police,Pakistan,Unnamed Civilian/Unspecified,Not Applicable,Pakistan,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Remote Trigger,,,,,0.0,0.0,2.0,0.0,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
202102280006,2021-02-28,2021-02-28,India,South Asia,Bihar,Khagaria district,25.50452,86.470142,3,0,1,1,1,1,Lack of Intentionality,0.0,1,0,"Public Area (garden, parking lot, garage, beach, public building, camp)",Not Applicable,India,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Explosive Type,,,,,1.0,0.0,2.0,0.0,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102280010,2021-02-28,2021-02-28,Democratic Republic of the Congo,Sub-Saharan Africa,Ituri,Boyo,1.875452,29.045993,2,0,1,1,1,0,,0.0,1,0,Unnamed Civilian/Unspecified,Not Applicable,Democratic Republic of the Congo,,,,,,,Allied Democratic Forces (ADF),,,,,,0,,,0,-99,0,0,,,,,,,,,Arson/Fire,23.0,Knife or Other Sharp Object,,,7.0,0.0,,0.0,Minor (likely < $1 million),,Houses were damaged,1,8.0,-99.0,,,,0.0,,,,,,Hostage(s) killed (not during rescue attempt),0.0,START Primary Collection,0,1,0,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102280011,2021-02-28,2021-02-28,Democratic Republic of the Congo,Sub-Saharan Africa,North Kivu,Kitimba,0.715229,29.852591,1,0,1,1,1,0,,0.0,1,0,Unnamed Civilian/Unspecified,Not Applicable,Democratic Republic of the Congo,,,,,,,Allied Democratic Forces (ADF),,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,18.0,Arson/Fire,Blunt Object,,2.0,0.0,,0.0,Minor (likely < $1 million),,Six homes were damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,0,1,0,1,,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102280013,2021-02-28,2021-02-28,Iraq,Middle East & North Africa,Nineveh,Wadi al-Safa,35.485771,42.536093,2,0,1,1,1,0,,0.0,1,0,Laborer (General)/Occupation Identified,Not Applicable,Iraq,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Explosive Type,,,,,3.0,0.0,0.0,0.0,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102280016,2021-02-28,2021-02-28,Philippines,Southeast Asia,Iloilo,Malitbog,11.190731,122.523718,1,0,1,1,1,1,State Actors,0.0,1,0,Politician or Political Party Movement/Meeting/Rally,Government of Tapaz Village,Philippines,,,,,,,New People's Army (NPA),,,,,,1,,,0,-99,0,0,,,,,,,,,Handgun,,,,,1.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202102280017,2021-02-28,2021-02-28,Mali,Sub-Saharan Africa,Mopti,Gorey,15.586944,-4.144167,1,0,1,1,1,0,,1.0,1,0,Race/Ethnicity Identified,Not Applicable,Mali,,,,,,,Muslim extremists,,,,,,0,,,0,-99,0,0,,,,,,,,,Automatic or Semi-Automatic Rifle,18.0,Arson/Fire,,,4.0,0.0,,0.0,Minor (likely < $1 million),,Livestock was taken and property was damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,"202102280017, 202102280018, 202102280019",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102280018,2021-02-28,2021-02-28,Mali,Sub-Saharan Africa,Mopti,Djamnati,14.477719,-4.214802,2,0,1,1,1,0,,1.0,1,0,Race/Ethnicity Identified,Not Applicable,Mali,,,,,,,Muslim extremists,,,,,,0,,,0,-99,0,0,,,,,,,,,Automatic or Semi-Automatic Rifle,18.0,Arson/Fire,,,4.0,0.0,,0.0,Minor (likely < $1 million),,Livestock was taken and property was damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,"202102280017, 202102280018, 202102280019",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102280019,2021-02-28,2021-02-28,Mali,Sub-Saharan Africa,Mopti,Simikanda,14.451947,-4.206905,2,0,1,1,1,0,,1.0,1,0,Race/Ethnicity Identified,Not Applicable,Mali,,,,,,,Muslim extremists,,,,,,0,,,0,-99,0,0,,,,,,,,,Automatic or Semi-Automatic Rifle,18.0,Arson/Fire,,,1.0,0.0,,0.0,Minor (likely < $1 million),,Livestock was taken and property was damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,"202102280017, 202102280018, 202102280019",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102280021,2021-02-28,2021-02-28,Iraq,Middle East & North Africa,Al Anbar,Al-Madham,33.928056,41.693611,1,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Military Unit/Patrol/Convoy,Iraqi Armed Forces,Iraq,Paramilitary,Iraqi Volunteer Forces,Iraq,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,0,,,0,-99,0,1,"Posted to website, blog, etc.",,,,,,,,Vehicle,,,,,7.0,0.0,7.0,0.0,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,1,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202102280022,2021-02-28,2021-02-28,Yemen,Middle East & North Africa,Ad Dali,Al-Oud,13.711667,44.720556,1,0,1,1,1,0,,0.0,1,0,Terrorist,Southern Resistance Forces (SRF),Yemen,Non-State Militia,Joint Forces,Yemen,,,,Houthi extremists (Ansar Allah),,,,,,0,,,0,-99,0,0,,,,,,,,,"Projectile (rockets, mortars, RPGs, etc.)",5.0,Unknown Gun Type,,,,,,,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202102280026,2021-02-28,2021-02-28,Iraq,Middle East & North Africa,Dhi Qar,Refai district,31.720556,46.107778,3,0,1,1,1,0,,1.0,1,0,House/Apartment/Residence,Not Applicable,Iraq,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Grenade,,,,,0.0,0.0,0.0,0.0,Minor (likely < $1 million),,House was damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,"202102280026, 202102280027",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202102280028,2021-02-28,2021-02-28,Colombia,South America,Antioquia,Murindo district,6.975733,-76.815741,3,0,1,1,1,0,,0.0,1,0,Race/Ethnicity Identified,Not Applicable,Colombia,,,,,,,National Liberation Army of Colombia (ELN),,,,,,0,,,0,-99,0,0,,,,,,,,,Landmine,,,,,0.0,0.0,1.0,0.0,,,,0,0.0,,,,,,,,,,,,,START Primary Collection,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202103010003,2021-03-01,2021-03-01,Afghanistan,South Asia,Herat,Unknown,34.43396,61.652217,4,0,1,1,0,1,Insurgency/Guerilla Action,0.0,1,0,Military Transportation/Vehicle (excluding convoys),Afghan Border Force (ABF),Afghanistan,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Vehicle,,,,,2.0,0.0,8.0,0.0,Minor (likely < $1 million),,Vehicle damaged,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202103010008,2021-03-01,2021-03-01,Iraq,Middle East & North Africa,Diyala,Ghazali,33.634731,44.814705,2,0,1,1,1,0,,0.0,1,0,Farmer,Not Applicable,Iraq,,,,,,,Islamic State of Iraq and the Levant (ISIL),,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,18.0,Arson/Fire,,,2.0,0.0,,0.0,Minor (likely < $1 million),,Hurry damaged and livestock stolen,1,1.0,,-99.0,,,0.0,,,,,,Unknown,0.0,START Primary Collection,0,1,0,1,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202103010012,2021-03-01,2021-03-01,Nigeria,Sub-Saharan Africa,Ogun,Olorunda,7.470556,2.980556,1,0,1,1,1,0,,0.0,1,0,Named Civilian,Not Applicable,Nigeria,,,,,,,Fulani extremists,,,,,,0,,,0,-99,0,0,,,,,,,,,Knife or Other Sharp Object,,,,,1.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202103010014,2021-03-01,2021-03-01,Nigeria,Sub-Saharan Africa,Borno,Mussa,10.739218,13.130747,1,0,1,1,1,0,,0.0,0,0,Village/City/Town/Suburb,Mussa Village,Nigeria,,,,,,,Unknown,,,,,,0,,,0,-99,0,0,,,,,,,,,Unknown Gun Type,,,,,0.0,0.0,0.0,0.0,None,0.0,,0,0.0,,,,,,,,,,,,,START Primary Collection,-9,-9,0,-9,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
